Name of the Plant,Family,Common Name,Link,Uses
Terminalia paniculata  Roth,COMBRETACEAE,Kinjal (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009562&column=szBarcode,"""UNKNOWN USE"""
Ternstroemia gymnanthera  (Wight & Arn.) Bedd.,THEACEAE,Kamoni (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013182&column=szBarcode,"""UNKNOWN USE"""
Tetracera laevis  Vahl,DILLENIACEAE,Anaittichal (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013913&column=szBarcode,"""UNKNOWN USE"""
Tetradium fraxinifolium  (Hook.) Hartley,RUTACEAE,Kanukpa (Nepal & Bengal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009970&column=szBarcode,"""UNKNOWN USE"""
Tetradium ruticarpum  (A.Juss.) Hartley,RUTACEAE,Bora-asing (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009969&column=szBarcode,"""UNKNOWN USE"""
Teucrium chamaedrys  L.,VITACEAE,Wall-Germander,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008733&column=szBarcode,"""UNKNOWN USE"""
Teucrium polium  L.,VITACEAE,Felty germander (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008734&column=szBarcode,"""UNKNOWN USE"""
Teucrium scordium  L.,LAMIACEAE,Water-Germander (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008729&column=szBarcode,"""UNKNOWN USE"""
Thalictrum foliolosum  DC.,RANUNCULACEAE,"Pilazari, Mamiri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013931&column=szBarcode,"""UNKNOWN USE"""
Thalictrum minus  L.,RANUNCULACEAE,Dwarf meadow Rue (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013929&column=szBarcode,"""UNKNOWN USE"""
Theobroma cacao  L.,STERCULIACEAE,Chocolate Tree (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013932&column=szBarcode,"""UNKNOWN USE"""
Thespesia populnea  (L.) Soland. ex Correa,MALVACEAE,"Parsipu, Porush",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008744&column=szBarcode,"""UNKNOWN USE"""
Thevetia peruviana  (Pers.) Schum.,APOCYNACEAE,"Pile kaner, Zard kunel",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009448&column=szBarcode,"""UNKNOWN USE"""
Thlaspi arvense  L.,BRASSICACEAE,Common Penycress (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013859&column=szBarcode,"""UNKNOWN USE"""
Thuja orientalis  L.,CUPRESSACEAE,"Morepankhi, Mayurpankh",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009162&column=szBarcode,"""UNKNOWN USE"""
Thunbergia alata  Bojer ex Sims,ACANTHACEAE,Black-Eyed Susan (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013301&column=szBarcode,"""UNKNOWN USE"""
Thunbergia grandiflora  (Roxb. ex Rottl.) Roxb.,ACANTHACEAE,Mulluta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013500&column=szBarcode,"""UNKNOWN USE"""
Thunbergia laurifolia  Lindl.,ACANTHACEAE,Purple allamanda (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013303&column=szBarcode,"""UNKNOWN USE"""
Thymus serpyllum  L.,LAMIACEAE,Banajwain,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008710&column=szBarcode,"""UNKNOWN USE"""
Thymus vulgaris  L.,LAMIACEAE,Common Thyme (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008712&column=szBarcode,"""UNKNOWN USE"""
Tiliacora acuminata  (Lam.) Hook.f. & Thomson,MENISPERMACEAE,"Bega, Bhaga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013898&column=szBarcode,"""UNKNOWN USE"""
Tinospora cordifolia  (Willd.) Hook.f. & Thomson,MENISPERMACEAE,"Amrita, Giloe",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013900&column=szBarcode,"""UNKNOWN USE"""
Tinospora sinensis  (Lour.) Merr.,MENISPERMACEAE,"Giloe, Gulancha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013899&column=szBarcode,"""UNKNOWN USE"""
Toddalia asiatica  (L.) Lam.,RUTACEAE,"Jangli-kalimirch, Kanj",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009837&column=szBarcode,"""UNKNOWN USE"""
Toona ciliata  Roem.,MELIACEAE,"Tun, Mahanim",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013146&column=szBarcode,"""UNKNOWN USE"""
Torenia asiatica  L.,SCROPHULARIACEAE,Kakapu (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013255&column=szBarcode,"""UNKNOWN USE"""
Trachelospermum lucidum  (D.Don) K.Schum.,APOCYNACEAE,Akhahilata (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009457&column=szBarcode,"""UNKNOWN USE"""
Trachylobium hornemannianum  Hayne,CAESALPINIACEAE,Zangiber copal (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003406&column=szBarcode,"""UNKNOWN USE"""
Trachyspermum ammi  (L.) Sprague,APIACEAE,"Ajowan, Ajwain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013531&column=szBarcode,"""UNKNOWN USE"""
Trachyspermum roxburghianum  (DC.) Wolff,APIACEAE,"Ajmud, Ajmod",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013754&column=szBarcode,"""UNKNOWN USE"""
Tragia involucrata  L.,EUPHORBIACEAE,Barhanta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008778&column=szBarcode,"""UNKNOWN USE"""
Tragopogon pratensis  L.,ASTERACEAE,Bucks-beard (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009304&column=szBarcode,"""UNKNOWN USE"""
Tragopogon sinuatus  Avé-Lall.,ASTERACEAE,Oyester-Plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009296&column=szBarcode,"""UNKNOWN USE"""
Trapa natans  L.,TRAPACEAE,Singhara,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009512&column=szBarcode,"""UNKNOWN USE"""
Trema orientalis  (L.) Blume,ULMACEAE,Gio,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013383&column=szBarcode,"""UNKNOWN USE"""
Trewia nudiflora  L.,EUPHORBIACEAE,"Bhillaura, Gamhar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008804&column=szBarcode,"""UNKNOWN USE"""
Tribulus terrestris  L.,ZYGOPHYLLACEAE,Gokhru,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013816&column=szBarcode,"""UNKNOWN USE"""
Trichilia connaroides  (Wight. & Arn.) Bentv.,MELIACEAE,Kapia kushi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009892&column=szBarcode,"""UNKNOWN USE"""
Trichodesma africanum  (L.) R.Br.,BORAGINACEAE,African Barbbell (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009146&column=szBarcode,"""UNKNOWN USE"""
Trichodesma indicum  (L.) Lehm.,BORAGINACEAE,"Chhota-kulpha, Ratmandi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009144&column=szBarcode,"""UNKNOWN USE"""
Trichodesma zeylanicum  (Burm.f.) R.Br.,BORAGINACEAE,Hetenuria,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009143&column=szBarcode,"""UNKNOWN USE"""
Tricholepis glaberrima  DC.,ASTERACEAE,Brahmadandi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009328&column=szBarcode,"""UNKNOWN USE"""
Trichosanthes bracteata  (Lam.) Voigt,CUCURBITACEAE,"Lal indrayan, Mahakal",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009417&column=szBarcode,"""UNKNOWN USE"""
Trichosanthes cordata  Roxb.,CUCURBITACEAE,"Bhumikumra, Patol (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009418&column=szBarcode,"""UNKNOWN USE"""
Trichosanthes cucumerina  L.,CUCURBITACEAE,Jangli-chachinda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009420&column=szBarcode,"""UNKNOWN USE"""
Trichosanthes dioica  Roxb.,CUCURBITACEAE,Parwal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009419&column=szBarcode,"""Fruits are used for convalescents and they are laxative and easily digestible. Fruits help in controlling cancer like conditions as well."""
Trichosanthes nervifolia  L.,CUCURBITACEAE,Palval,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009422&column=szBarcode,"""UNKNOWN USE"""
Trichosanthes wallichiana  (Ser.) Wight,CUCURBITACEAE,Muzuumtong (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009421&column=szBarcode,"""UNKNOWN USE"""
Trifolium alexandrinum  L.,FABACEAE,Egyptian clover (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003364&column=szBarcode,"""UNKNOWN USE"""
Trifolium pratense  L.,FABACEAE,"Trepatra, Chit-batto (Punjab)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003363&column=szBarcode,"""UNKNOWN USE"""
Trifolium repens  L.,FABACEAE,White clover (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003366&column=szBarcode,"""UNKNOWN USE"""
Trigonella corniculata  (L.) L.,FABACEAE,"Kasuri Methi, Marwari Methi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003356&column=szBarcode,"""UNKNOWN USE"""
Trigonella foenum-graecum  L.,FABACEAE,"Methi, Muthi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003359&column=szBarcode,"""UNKNOWN USE"""
Trigonella incisa  Benth.,FABACEAE,Chainhari (Delhi),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003357&column=szBarcode,"""UNKNOWN USE"""
Trigonella uncata  Boiss. & Noe,FABACEAE,Ban Methi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003355&column=szBarcode,"""UNKNOWN USE"""
Triphasia trifolia  (Burm.f.) P.Wilson,RUTACEAE,Cheeninaranghi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009835&column=szBarcode,"""UNKNOWN USE"""
Triumfetta semitriloba  L.,TILIACEAE,Burweed (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013825&column=szBarcode,"""UNKNOWN USE"""
Turraea villosa  Benn.,MELIACEAE,Pandre (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009868&column=szBarcode,"""UNKNOWN USE"""
Tussilago farfara  L.,ASTERACEAE,Watpan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009335&column=szBarcode,"""UNKNOWN USE"""
Tylophora fasciculata  Ham. ex Wight,ASCLEPIADACEAE,"Bhindodi, Bhui-dari (Bombay)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009480&column=szBarcode,"""UNKNOWN USE"""
Tylophora indica  (Burm.f.) Merr.,ASCLEPIADACEAE,"Jangli-pikvam, Antamul",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009476&column=szBarcode,"""UNKNOWN USE"""
Tylophora tenuis  Blume,ASCLEPIADACEAE,Nanjaruppan (Tam. & Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009478&column=szBarcode,"""UNKNOWN USE"""
Uncaria gambir  (Hunt) Roxb.,RUBIACEAE,Kath-kutha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009372&column=szBarcode,"""UNKNOWN USE"""
Uraria crinita  Desv.,FABACEAE,Dieng-kha-riu (Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003329&column=szBarcode,"""UNKNOWN USE"""
Uraria lagopodioides  (L.) Desv.,FABACEAE,Pithran,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003328&column=szBarcode,"""UNKNOWN USE"""
Uraria picta  (Jacq.) Desv. ex DC.,FABACEAE,"Dabra, Pithavan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003330&column=szBarcode,"""UNKNOWN USE"""
Uraria rufescens  (DC.) Schindl.,FABACEAE,Salaparni (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003327&column=szBarcode,"""UNKNOWN USE"""
Urena lobata  L.,MALVACEAE,"Bachita, Unga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013838&column=szBarcode,"""UNKNOWN USE"""
Urena repanda  Roxb. ex Sm.,MALVACEAE,Jatjotiya (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013836&column=szBarcode,"""UNKNOWN USE"""
Urena sinuata  L.,MALVACEAE,"Kunjuya, Lotloti",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013837&column=szBarcode,"""UNKNOWN USE"""
Urgenia indica  (Roxb.) Kunth,LILIACEAE,"Jangli piyaz, Ban piyazi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002956&column=szBarcode,"""UNKNOWN USE"""
Urtica dioica  L.,URTICACEAE,Bichhu booti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013393&column=szBarcode,"""UNKNOWN USE"""
Urtica parviflora  Roxb.,URTICACEAE,Paharah-bichuti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013395&column=szBarcode,"""UNKNOWN USE"""
Utricularia bifida  L.,LENTIBULARIACEAE,Chotajhangi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009089&column=szBarcode,"""UNKNOWN USE"""
Uvaria narum  (Dunal) Blume,ANNONACEAE,Pulichan (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013907&column=szBarcode,"""UNKNOWN USE"""
Vaccaria pyramidata  Medik.,CARYOPHYLLACEAE,"Musna, Sabuni",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013968&column=szBarcode,"""UNKNOWN USE"""
Valeriana dubia  Bunge,VALERIANACEAE,Common Valerian (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009495&column=szBarcode,"""UNKNOWN USE"""
Valeriana hardwickii  Wall.,VALERIANACEAE,"Tagger, Shumeo",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009497&column=szBarcode,"""UNKNOWN USE"""
Valeriana jatamansi  Jones,VALERIANACEAE,Mushkbala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009498&column=szBarcode,"""UNKNOWN USE"""
Vallaris solanacea  (Roth) Kuntze,APOCYNACEAE,"Ramsar, Chamari-ki-vel",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009455&column=szBarcode,"""UNKNOWN USE"""
Vanda spathulata  (L.) Spreng.,ORCHIDACEAE,Ponnamponmarva (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002971&column=szBarcode,"""UNKNOWN USE"""
Vanda tessellata  (Roxb.) Hook. ex G.Don,ORCHIDACEAE,"Banda, Nai",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002972&column=szBarcode,"""UNKNOWN USE"""
Vateria indica  L.,DIPTEROCARPACEAE,"Safed domar, Kahruba",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013847&column=szBarcode,"""UNKNOWN USE"""
Ventilago denticulata  Willd.,RHAMNACEAE,"Pitti, Raidhani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003472&column=szBarcode,"""UNKNOWN USE"""
Ventilago madraspatana  Gaertn.,RHAMNACEAE,Pitti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003473&column=szBarcode,"""UNKNOWN USE"""
Verbascum chinense  (L.) Santapau,SCROPHULARIACEAE,Gadartambaku,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013274&column=szBarcode,"""UNKNOWN USE"""
Verbascum thapsus  L.,SCROPHULARIACEAE,"Gidar tamaku, Ban tamaku",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013277&column=szBarcode,"""UNKNOWN USE"""
Vernonia arborea  Buch.-Ham.,ASTERACEAE,Shutthi (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009312&column=szBarcode,"""UNKNOWN USE"""
Vernonia cineria  (L.) Less.,ASTERACEAE,Sahadevi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009313&column=szBarcode,"""UNKNOWN USE"""
Vernonia squarrosa  (D.Don) Less.,ASTERACEAE,Grey Vernonia (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009315&column=szBarcode,"""UNKNOWN USE"""
Veronica anagallis-aquatica  L.,SCROPHULARIACEAE,Titlokia (U.P.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008746&column=szBarcode,"""UNKNOWN USE"""
Veronica arvensis  L.,SCROPHULARIACEAE,Corn speedwell (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008749&column=szBarcode,"""UNKNOWN USE"""
Veronica beccabunga  L.,SCROPHULARIACEAE,Brooklime (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008748&column=szBarcode,"""UNKNOWN USE"""
Vetiveria zizanioides  (L.) Roberty,POACEAE,"Khasa, Bena",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003170&column=szBarcode,"""Oil is diaphoretic, stimulant used in colic, flatulence, and obstinate vomiting. Affords relief when applied in rheumatism, lumbago, and sprains."""
Viburnum foetidum  Wall.,CAPRIFOLIACEAE,Dieng-soh-leng (Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009536&column=szBarcode,"""UNKNOWN USE"""
Vicia faba  L.,FABACEAE,"Bakla, Kala matar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003332&column=szBarcode,"""UNKNOWN USE"""
Vicia hirsuta  (L.) S.F.Gray,FABACEAE,"Jhunjhuni ankari, Mun-muna",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003334&column=szBarcode,"""UNKNOWN USE"""
Vicia sativa  L.,FABACEAE,Narrow-Leaved Vetch (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003331&column=szBarcode,"""UNKNOWN USE"""
Vigna aconitifolia  (Jacq.) Marechal,FABACEAE,"Moth, Bhringga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003308&column=szBarcode,"""UNKNOWN USE"""
Vigna mungo  (L.) Hepper,FABACEAE,Urd,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003307&column=szBarcode,"""UNKNOWN USE"""
Vigna radiata  (L.) Wilczek,FABACEAE,"Mung, Pessara",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003306&column=szBarcode,"""UNKNOWN USE"""
Vigna trilobata  (L.) Verdcourt,FABACEAE,"Mugam, Trianguli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003309&column=szBarcode,"""UNKNOWN USE"""
Vigna umbellata  (Thunb.) Ohwi & Ohashi,FABACEAE,"Sutri, Ghurush",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003305&column=szBarcode,"""UNKNOWN USE"""
Vigna unguiculata  (L.) Walp.,FABACEAE,"Lobia, Riantshi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003304&column=szBarcode,"""UNKNOWN USE"""
Vincetoxicum album  (Mill.) Asch.,ASCLEPIADACEAE,Swallow-Wort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009258&column=szBarcode,"""UNKNOWN USE"""
Viola biflora  L.,VIOLACEAE,"Banfsa, Dundi Birali",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013983&column=szBarcode,"""UNKNOWN USE"""
Viola cineria  Boiss.,VIOLACEAE,Jinkobanafsha (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013977&column=szBarcode,"""UNKNOWN USE"""
Viola diffusa  Ging.,VIOLACEAE,Spreding white violet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013981&column=szBarcode,"""UNKNOWN USE"""
Viola patrinii  Ging,VIOLACEAE,China violet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013982&column=szBarcode,"""UNKNOWN USE"""
Viola pilosa  Blume,VIOLACEAE,Banafshah,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013980&column=szBarcode,"""UNKNOWN USE"""
Viola sylvestris  Lam.,VIOLACEAE,Wood violet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013979&column=szBarcode,"""UNKNOWN USE"""
Viola tricolor  L.,VIOLACEAE,Garden Pansey (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013978&column=szBarcode,"""UNKNOWN USE"""
Viscum articulatum  Burm.f.,LORANTHACEAE,"Budu, Pand",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009103&column=szBarcode,"""UNKNOWN USE"""
Viscum monoicum  Roxb. ex DC.,LORANTHACEAE,Kuchle-ka-malang,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009105&column=szBarcode,"""UNKNOWN USE"""
Viscum orientale  Willd.,LORANTHACEAE,Baandaa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009104&column=szBarcode,"""UNKNOWN USE"""
Vitex agnus-castus  L.,VERBENACEAE,Monk's Pepper-Tree (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013289&column=szBarcode,"""UNKNOWN USE"""
Vitex glabrata  R.Br.,VERBENACEAE,Bhadu (Bihar),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013280&column=szBarcode,"""UNKNOWN USE"""
Vitex leucoxylon  L.f.,VERBENACEAE,Sherus (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013281&column=szBarcode,"""UNKNOWN USE"""
Vitex negundo  L.,VERBENACEAE,"Nirgundi, Sambhalu (Punjabi)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013287&column=szBarcode,"""UNKNOWN USE"""
Vitex peduncularis  Wall. ex Schauer,VERBENACEAE,"Minjurgorwa, Nagpheni",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013283&column=szBarcode,"""UNKNOWN USE"""
Vitex pinnata  L.,VERBENACEAE,Nowlieragu (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013286&column=szBarcode,"""UNKNOWN USE"""
Vitex trifolia  L.,VERBENACEAE,"Pani-ki-sanbhalu, Sufed-sanbhalu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013291&column=szBarcode,"""UNKNOWN USE"""
Vitis vinifera  L.,VITACEAE,Angur dakh,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003428&column=szBarcode,"""UNKNOWN USE"""
Wagatea spicata  Dalzell,CAESALPINIACEAE,Wakeri (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003408&column=szBarcode,"""UNKNOWN USE"""
Waltheria indica  L.,STERCULIACEAE,Khar dudhi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013933&column=szBarcode,"""UNKNOWN USE"""
Wattakaka volubilis  (L.) Stapf,ASCLEPIADACEAE,Nak-chhikni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009483&column=szBarcode,"""UNKNOWN USE"""
Wedelia biflora  (L.) DC.,ASTERACEAE,Sonki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009326&column=szBarcode,"""UNKNOWN USE"""
Wedelia chinensis  (Osbeck) Merr.,ASTERACEAE,"Bhanra, Bhangra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009324&column=szBarcode,"""UNKNOWN USE"""
Wedelia wallichii  Less.,ASTERACEAE,Parbatijeera (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009325&column=szBarcode,"""UNKNOWN USE"""
Wikstroemia indica  (L.) C.A.Mey.,THYMELAEACEAE,Small-Leaf Salago (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009152&column=szBarcode,"""UNKNOWN USE"""
